1,CUENTAS DE ACTIVO,1,0,FALSE,1,,FALSE
11,ACTIVOS CORRIENTES,1,1,FALSE,2,,FALSE
1101,EFECTIVO Y EQUIVALENTES,1,11,FALSE,3,,FALSE
110101,Caja General,1,1101,TRUE,4,,FALSE
110102,Caja Chica,1,1101,TRUE,4,,FALSE
110103,Bancos,1,1101,FALSE,4,,FALSE
11010301,Cuentas Corrientes,1,110103,FALSE,5,,FALSE
1101030101,Banco América Central - Cta. Cte. # 200881944,1,11010301,TRUE,6,,FALSE
1101030102,Banco Citi - Cta. Cte # 012-301-00-004923-1,1,11010301,TRUE,6,,FALSE
11010302,Cuentas de Ahorro,1,110103,FALSE,5,,FALSE
11010303,Cuentas a Plazo,1,110103,FALSE,5,,FALSE
110104,Equivalente de Efectivo,1,1101,FALSE,4,,FALSE
11010401,Inversiones hasta 90 días plazo,1,110104,TRUE,5,,FALSE
11010402,Operaciones de Reporto,1,110104,TRUE,5,,FALSE
11010403,Otros Depósitos hasta 90 días,1,110104,TRUE,5,,FALSE
110105,Otros Depósitos,1,1101,TRUE,4,,FALSE
1102,CUENTAS POR COBRAR,1,11,FALSE,3,,FALSE
110201,Cuentas Comerciales por Cobrar,1,1102,FALSE,4,,FALSE
11020101,Cuentas de Clientes,1,110201,TRUE,5,,FALSE
11020102,Documentos de Clientes,1,110201,TRUE,5,,FALSE
110202,Estimación para Cuentas Comerciales Incobrabl,1,1102,FALSE,4,,FALSE
11020201,Cuentas Incobrables de Clientes,1,110202,TRUE,5,,FALSE
11020202,Documentos Incobrables de Clientes,1,110202,TRUE,5,,FALSE
110203,Cuentas No Comerciales por Cobrar,1,1102,FALSE,4,,FALSE
11020301,Préstamos y Anticipos al Personal,1,110203,FALSE,5,,FALSE
1102030101,Personal de Ventas,1,11020301,FALSE,6,,FALSE
1102030102,Personal de Administración,1,11020301,FALSE,6,,FALSE
1.10E+11,Héctor Ramon Torres,1,1102030102,TRUE,7,,FALSE
11020302,Préstamos a Accionistas,1,110203,FALSE,5,,FALSE
11020303,Anticipo a Proveedores,1,110203,FALSE,5,,FALSE
11020304,Comisiones por Cobrar,1,110203,TRUE,5,,FALSE
11020305,Intereses por Cobrar,1,110203,TRUE,5,,FALSE
11020306,Documentos por Cobrar,1,110203,TRUE,5,,FALSE
11020307,Manuel Carranza,1,110203,TRUE,5,,FALSE
11020308,Editorial DYN,1,110203,TRUE,5,,FALSE
110204,Impuestos por Cobrar,1,1102,FALSE,4,,FALSE
110205,Otras Cuentas por Cobrar,1,1102,FALSE,4,,FALSE
11020501,Cheques Rechazados,1,110205,TRUE,5,,FALSE
1103,PARTES RELACIONADAS,1,11,FALSE,3,,FALSE
110301,"Directores, Ejecutivos y Empleados",1,1103,FALSE,4,,FALSE
110302,Compañías Afiliadas,1,1103,FALSE,4,,FALSE
110303,Compañías Asociadas,1,1103,FALSE,4,,FALSE
110304,Compañías Subsidiarias,1,1103,FALSE,4,,FALSE
1104,IVA CRÉDITO FISCAL,1,11,FALSE,3,,FALSE
110401,IVA por Compras Internas Gravadas,1,1104,TRUE,4,,FALSE
110402,IVA por Importaciones,1,1104,TRUE,4,,FALSE
110403,IVA por Internaciones,1,1104,TRUE,4,,FALSE
110404,IVA por Importaciones de Servicios,1,1104,TRUE,4,,FALSE
110405,"IVA por Devoluciones, Descuentos y Rebajas so",1,1104,TRUE,4,,FALSE
110406,IVA por Proporcionalidad Mensual (CR),1,1104,TRUE,4,,FALSE
110407,IVA por Remanente,1,1104,TRUE,4,,FALSE
110408,IVA por Percepción y Retención del 1%,1,1104,FALSE,4,,FALSE
11040801,IVA Percibido por Compras,1,110408,TRUE,5,,FALSE
11040802,IVA Retenido por Ventas,1,110408,TRUE,5,,FALSE
11040803,IVA por Excedente de Impuesto,1,110408,TRUE,5,,FALSE
110409,IVA Retenido a No Domiciliados,1,1104,TRUE,4,,FALSE
110410,IVA Retenido a Terceros,1,1104,TRUE,4,,FALSE
1105,CUENTAS POR COBRAR EN ARRENDAMIENTO FINANCIER,1,11,FALSE,3,,FALSE
110501,Arrendamientos Financieros por Cobrar,1,1105,TRUE,4,,FALSE
110502,Estimación para Cuentas Incobrables en Arrend,1,1105,TRUE,4,,FALSE
1106,INVERSIONES TEMPORALES,1,11,FALSE,3,,FALSE
110601,Inversiones Temporales al Costo,1,1106,FALSE,4,,FALSE
11060101,Acciones,1,110601,TRUE,5,,FALSE
11060102,Bonos,1,110601,TRUE,5,,FALSE
11060103,Cédulas Hipotecarias,1,110601,TRUE,5,,FALSE
110602,Valuación de Inversiones Temporales (CR),1,1106,TRUE,4,,FALSE
1107,INVENTARIOS,1,11,FALSE,3,,FALSE
110701,Inventario de Bienes,1,1107,TRUE,4,,FALSE
110702,Estimación por Obsolescencia de Inventarios (,1,1107,TRUE,4,,FALSE
110703,Pedidos en Tránsito,1,1107,FALSE,4,,FALSE
11070301,Compras a Proveedores Extranjeros,1,110703,TRUE,5,,FALSE
11070302,Compras a Proveedores Nacionales,1,110703,TRUE,5,,FALSE
110704,Mercaderías Recibidas en Consignación,1,1107,TRUE,4,,FALSE
110705,Otros Inventarios y Mercaderías,1,1107,TRUE,4,,FALSE
1108,PAGOS POR ANTICIPADO,1,11,FALSE,3,,FALSE
110801,Impuesto Sobre la Renta Corriente,1,1108,FALSE,4,,FALSE
11080101,Pago a Cuenta ISR Corriente,1,110801,TRUE,5,,FALSE
11080102,Retenciones ISR Corriente,1,110801,TRUE,5,,FALSE
110802,Seguros en Vigencia,1,1108,FALSE,4,,FALSE
11080201,Seguros de Inventarios,1,110802,TRUE,5,,FALSE
11080202,Seguros de Bienes Inmuebles,1,110802,TRUE,5,,FALSE
